V1,FSC.A,FSC.PMT.A,SSC.A,BB515.CD117,PerCPCy5.5.CD16.32,Comp.FSC.PMT.A,PE.CD115,PECF594.CD135,Comp.GYG.670.A,PECy5.5.CD3e,PECy7.CD80,DL800.SA.Bio.Ly6G,Comp.LG.562.A,Comp.O.610.A,APC.BrdU,AF700.CD45,APCCy7.CD48,BUV395.CD11b,LiveDead.Blue,BUV615.Siglec.F,BUV661.NK1.1,BUV737.B220,BUV805.CD8a,BV421.CD34,V500.MHCII,BV570.CD4,BV605.Ly6C,BV650.CD150,BV711.SCA.1,Comp.V.750.A,BV785.CD11c,FileName,FileNo,Sample,Group,Batch,FlowSOM_cluster,FlowSOM_metacluster,UMAP_42_X,UMAP_42_Y
719712,261,509,129,262,375,0,145,289,254,299,344,277,226,234,314,679,536,336,373,279,292,566,194,201,361,483,887,296,758,249,265,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,7,3,-0.384213494906649,6.14847903884637
92171,233,519,72,251,391,567,228,237,236,268,228,275,225,239,250,617,254,177,346,344,250,788,267,276,597,161,325,473,582,230,193,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,19,5,-2.74519157639669,8.07506511539589
679230,158,448,83,236,527,26,230,125,174,247,165,565,223,234,354,631,262,663,270,333,211,282,228,333,290,238,728,202,485,240,234,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,11,1,-5.09646048862239,-5.3470500799019
846827,353,575,74,223,355,566,220,295,274,286,194,361,230,234,227,659,427,90,402,329,269,813,179,200,496,256,218,360,544,226,342,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,28,5,-2.59304066712422,8.24803921330094
842998,278,559,109,246,677,0,214,281,261,163,222,214,230,229,253,542,358,565,421,335,219,234,246,212,246,353,187,319,449,235,225,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,58,16,4.6614973043758,2.17092974690144
842175,364,600,148,323,391,523,205,337,242,304,349,340,233,241,299,620,434,282,389,364,248,760,183,338,348,628,742,482,668,237,363,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,7,3,-0.390427186527484,6.15831786106761
221049,433,578,94,262,549,298,220,207,195,218,191,589,235,243,360,637,255,663,289,318,188,313,225,318,264,325,649,263,498,228,199,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,11,1,-5.03088286948737,-5.0659750232762
829520,208,492,52,237,441,0,218,436,288,223,202,328,232,236,213,664,520,281,317,340,246,753,276,247,296,319,237,293,516,214,281,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,38,10,-0.695610644378267,8.04125906150035
196272,138,430,99,232,541,0,251,158,226,212,303,572,235,228,318,659,292,702,462,326,181,574,252,380,270,259,698,281,394,222,199,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,16,6,-5.10719148859932,-4.57886895420697
178517,290,539,98,303,586,0,262,97,188,326,306,179,233,210,351,713,412,385,356,387,198,264,513,378,331,333,634,363,308,238,319,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,90,37,6.37007657655693,4.32834766403725
652601,230,494,119,263,539,6,242,205,197,247,342,641,229,234,349,613,277,651,265,338,192,323,234,243,276,319,592,288,455,233,242,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,21,1,-4.84251622280894,-4.70970564786936
737601,255,535,59,210,350,262,234,234,277,224,249,379,242,235,238,708,471,260,341,324,308,803,177,124,704,287,365,593,635,221,189,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,19,5,-3.26654794712263,7.71107953716099
354912,364,596,110,299,371,58,223,295,226,252,213,219,219,228,382,709,540,241,431,322,246,750,330,342,402,401,657,389,747,230,322,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,27,7,-0.51348888485493,6.35585547880519
512217,292,499,97,337,564,0,255,312,194,201,368,595,230,225,303,627,334,797,426,332,203,408,257,321,274,383,611,459,340,217,361,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,5,1,-3.33330669482632,-4.43476764158346
280935,403,581,115,266,541,436,258,238,220,273,379,609,232,224,326,592,206,689,316,343,209,336,222,298,299,337,514,316,425,240,279,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,25,1,-4.73854859324378,-3.43747791451755
526098,228,536,89,243,596,15,229,170,211,177,234,632,229,241,343,671,176,750,456,359,225,302,235,261,276,293,585,204,412,214,270,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,11,1,-5.87808062379164,-4.47894570329563
21179,232,511,59,248,439,0,211,278,258,227,269,304,225,237,241,601,476,211,249,339,238,749,229,206,232,347,184,280,478,223,286,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,50,10,-0.900624799319082,8.39917100304735
563262,365,579,156,575,542,289,217,249,224,199,349,467,243,244,450,561,277,680,199,322,224,238,230,375,310,251,663,286,529,230,158,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,51,1,-1.10846311449892,-4.48851043383222
394952,513,588,108,378,493,509,220,283,216,229,254,370,225,228,312,560,283,738,351,337,209,407,237,364,302,359,651,258,524,205,184,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,53,1,-1.19997254001307,-3.35251231604049
221302,371,598,106,321,548,447,233,222,222,217,355,516,229,236,288,596,235,630,337,349,220,299,229,279,258,342,526,235,443,218,185,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,26,1,-3.3302905303203,-3.684538540848
392870,256,520,66,240,415,542,215,263,241,238,374,264,224,230,324,649,273,232,331,345,196,804,231,257,661,387,197,345,606,263,259,Bone marrow_Mock 3_039_CD45+n=1e4,3,03_Mock_03,Mock,1,30,5,-2.62995539129274,8.21167300047085
