V1,FSC.A,FSC.PMT.A,SSC.A,BB515.CD117,PerCPCy5.5.CD16.32,Comp.FSC.PMT.A,PE.CD115,PECF594.CD135,Comp.GYG.670.A,PECy5.5.CD3e,PECy7.CD80,DL800.SA.Bio.Ly6G,Comp.LG.562.A,Comp.O.610.A,APC.BrdU,AF700.CD45,APCCy7.CD48,BUV395.CD11b,LiveDead.Blue,BUV615.Siglec.F,BUV661.NK1.1,BUV737.B220,BUV805.CD8a,BV421.CD34,V500.MHCII,BV570.CD4,BV605.Ly6C,BV650.CD150,BV711.SCA.1,Comp.V.750.A,BV785.CD11c,FileName,FileNo,Sample,Group,Batch,FlowSOM_cluster,FlowSOM_metacluster,UMAP_42_X,UMAP_42_Y
666974,404,609,97,376,521,542,231,240,229,229,320,534,236,222,279,618,227,683,299,334,256,239,238,322,284,359,580,262,461,237,241,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,31,1,-2.87473337869688,-4.68541129011043
85416,240,531,105,249,496,0,405,63,177,271,335,300,228,246,316,659,480,711,206,306,210,330,271,359,283,430,813,521,515,246,246,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,94,32,7.28238843723734,-2.08277870802989
629820,407,594,106,417,505,552,225,296,214,245,213,402,231,231,315,521,197,610,360,332,221,285,226,269,259,278,591,301,456,227,206,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,42,1,-1.7185836987347,-3.76831788131268
784836,381,597,110,289,605,0,248,210,164,369,334,121,235,227,362,748,257,231,315,354,171,418,572,317,271,290,361,486,317,226,179,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,80,30,5.71911396134112,3.68666443158581
781422,273,507,140,271,562,0,370,100,208,248,186,346,209,236,265,661,444,658,318,462,284,340,240,281,276,402,786,407,385,238,238,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,83,32,6.89691270198552,-2.21967605859404
780746,364,592,130,348,541,442,261,168,220,231,379,448,218,228,229,567,235,680,366,386,258,302,212,279,311,223,509,291,435,243,211,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,43,1,-2.9540062873661,-3.26142780042767
204885,344,567,162,249,651,0,536,217,113,181,289,272,246,238,356,646,483,667,422,472,219,341,214,291,233,339,819,202,246,199,285,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,84,33,6.29730724007974,-2.25013761077591
769282,230,506,76,268,415,377,236,229,238,290,302,244,238,236,249,639,361,166,372,344,256,835,277,264,625,225,238,488,540,217,195,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,19,5,-2.73804247852559,7.76651709862836
181933,211,498,144,856,519,0,234,324,213,193,374,374,235,236,347,578,463,236,361,345,196,295,196,304,287,380,222,354,367,233,222,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,78,28,4.59335956913065,0.516248482114995
165468,198,440,98,247,557,41,243,275,263,188,321,586,217,227,288,611,156,683,336,350,230,284,204,239,233,364,492,287,427,215,186,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,24,1,-4.93138940396287,-3.39780563523957
802764,284,550,158,334,525,308,254,176,220,237,367,517,215,227,229,559,260,643,94,351,272,336,235,301,249,316,495,251,428,230,210,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,25,1,-3.29769352301941,-3.92491800276855
683675,217,505,98,234,552,13,228,188,188,191,407,644,219,227,306,673,242,788,217,444,213,295,194,315,266,405,637,322,415,226,342,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,1,1,-5.40861497512934,-4.32285699472509
328900,516,628,116,245,572,0,485,232,220,220,359,302,244,218,291,516,445,530,197,353,244,288,231,328,243,340,735,331,525,201,186,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,96,34,6.30917708897605,-1.37555729137982
474969,304,568,106,250,482,470,236,342,213,265,271,524,239,224,216,549,291,629,352,317,283,256,271,366,274,287,627,332,461,216,218,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,14,1,-4.23883413133884,-3.82682052661639
260457,284,522,115,248,505,191,201,293,188,218,318,197,230,232,326,765,306,299,368,340,437,625,319,261,242,299,284,248,396,218,275,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,46,11,4.53862160260409,4.56952270432188
487537,336,576,99,638,492,0,251,263,211,225,469,413,229,227,351,624,545,244,338,340,231,277,194,297,589,322,195,288,430,213,285,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,78,28,4.66435470046264,0.506688973716548
19626,352,529,166,458,593,0,212,88,271,163,301,354,228,223,562,513,275,738,357,328,175,301,236,372,377,407,760,342,421,229,222,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,72,19,0.143749393710866,-3.91462330204917
522367,491,638,114,299,519,309,245,261,179,253,341,266,234,230,422,637,442,166,430,382,158,754,324,387,359,642,704,338,577,287,276,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,17,7,-0.44280155004597,6.27192524781994
366158,203,484,103,252,591,0,256,286,215,175,222,596,226,238,225,665,214,745,390,404,281,294,249,349,279,344,617,290,431,208,265,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,12,1,-5.45893901875101,-4.48563728635744
205153,301,571,111,276,547,198,206,346,212,219,154,522,230,228,259,581,278,669,282,335,214,326,312,320,261,359,655,291,334,269,278,Bone marrow_Mock 2_038_CD45+n=1e4,2,02_Mock_02,Mock,2,15,1,-4.29148673869338,-4.43571773422378
