NK11,CD3,CD45,Ly6G,CD11b,B220,CD8a,Ly6C,CD4
-354.826,2558.16,1288.28,2426.17,2853.8,913.201,731.863,3626.09,2374.12
-82.2875,1870.4,7572.73,-241.137,10983.6,410.939,148.607,6663.62,111.497
119.209,1505.91,18396.1,-1816.21,39748.3,150.238,73.9695,40628.4,1547.52
13.7737,51.7232,17612.6,6854.44,17151.8,-8.52801,-94.3692,1578.65,115.37
618.12,-62.7215,83584.9,-589.707,29404.4,-208.317,-216.512,8235.18,888.667
1324.71,584.64,82390.3,-2865.74,39477.3,-104.023,394.163,18593.3,2451.33
58.026,-125.987,24811.6,-1542.34,4086.75,289.75,-157.335,9829.05,590.201
311.955,-3.24987,8133.38,-351.407,15715.4,-122.746,288.863,797.139,603.808
105.659,181.718,34983.3,-338.408,14297,413.112,-734.572,5924.72,335.908
866.201,537.378,84524.3,-2028.6,23970.5,333.811,-674.751,59337.4,-4.29681
270.035,206.181,33771.3,-2081.12,22930.8,-103.441,-357.144,34728,1159.96
-264.34,2398.15,64966.5,-252.579,1715.38,-39.8076,582.012,556.826,-340.679
154.678,-149.333,28256.9,474.452,12328.1,-547.863,-221.572,13004.2,117.141
216.736,-47.3371,107284,-1700.71,34315.7,458.952,-737.745,13365.6,563.155
162.779,-30.979,33699.6,-502.348,14748.5,-12.8409,-231.842,21205.1,294.267
359.155,269.319,79520,-2447.72,18521.9,-301.892,-8.03903,17719.6,519.75
557.951,288.132,38329.6,-3078.67,12180.2,-400.157,430.108,26688.4,506.66
44.0338,325.82,37365.2,-608.031,4575.66,-405.7,-702.374,14890.3,362.902
65.083,173.279,2501.15,76.3171,6415.69,231.169,-90.0009,487.962,-210.126
313.812,176.072,55582.8,-950.233,34983,338.384,-500.252,40554.6,1426.86
265.818,146.944,46128.4,-1025.82,21507.6,467.224,-596.807,5477.17,-51.9474
-90.348,264.846,56129.6,14640.3,71751.5,563.325,338.905,4542.26,1061.39
58.5701,80.3843,36961.6,-658.01,12660.1,288.322,-176.031,7442.59,305.862
2993.29,140.269,124725,-4344.84,4583.5,5405.04,432.32,2596.83,-20.0992
463.582,525.128,44158.5,-3567.17,33036.1,3559.34,1078.9,23269,2717.28
-27.4272,799.814,46508.6,-1946.95,957.988,-355.611,1502.53,236.327,87.7338
477.408,41.7279,55170.9,-832.974,23043.7,191.409,-253.388,7862.46,217.971
238.813,400.275,109733,-2317.79,74855.8,-332.815,-565.872,20113.1,267.822
-191.459,1769.3,1247.85,-210.463,4103.46,1149.33,18.0248,3271.2,4719.83
272.765,546.536,41683,-1328.31,11943.6,1913.37,-500.763,18654.6,213.744
81.36,78.9008,22905.8,-2049.88,13153.3,16.1967,267.709,12045,-122.127
694.97,61.32,61945.1,-1476.29,27465.6,-178.008,555.412,14373.2,138.098
573.215,-129.904,85120.5,-580.383,43491.1,398.948,-1161.65,22516.1,131.195
87.3607,-1.95625,63058.8,-2670.87,24467.1,212.363,313.59,16751.3,519.231
403.091,88.2203,85156.7,-1903.4,18178.4,360.132,-1260.41,30217.4,1951.3
47.7707,93.2152,38278.2,-1229.24,18159.5,-58.101,-54.2984,21838.2,1597.18
301.967,-93.4158,8827.05,-229.805,12179.4,-212.569,348.587,721.947,1113.22
326.471,55.2374,91395.1,-3909.87,2400.98,2896.5,-574.22,486.005,200.767
630.65,543.236,41353.2,-65.2522,18480.5,483.14,-880.948,68872.4,2258.77
777.909,468.819,66011.9,-1434.12,16024,-96.4178,-933.77,46281.7,355.687
298.773,272.96,62997.5,15.9135,18574.3,55.6088,-1044.1,35689.9,905.281
379.791,76.962,77890.2,940.154,15708.5,118.039,-387.677,16173.5,127.049
556.031,267.26,40998.4,-144.044,21795.6,778.344,-977.471,33155.8,833.349
-68.7617,373.755,48303.1,-1643.48,19446.5,404.387,-115.973,34865.8,1806.91
89.1366,171.462,50537.2,-1083.95,26169.2,310.471,-495.575,15650.2,-116.185
55.2754,175.725,42768.2,-855.585,12475.6,15.6973,-452.532,17904.5,538.421
200.386,230.585,55864.8,-1696.76,35018.7,18.6753,-233.469,49286.9,1152.08
180.202,457.129,32771.4,-1649.62,17514.3,-26.2337,-6.18314,14282.4,484.618
214.429,-53.623,42926.9,-698.623,15419.1,217.361,-402.013,12611.3,65.807
416.846,-44.0187,10792.5,-743.033,2963.84,181.196,-90.191,947.704,-20.9863
129.598,95.5234,29122,-1626.52,7654.63,-59.5644,576.555,9913.59,221.507
144.092,428.864,34784.6,-1196.02,15214.5,120.383,-0.866199,47567.2,576.954
191.749,115.266,30177.6,-743.47,12282.6,389.818,296.709,21861.3,891.535
78.5359,-27.5274,17618.6,-1144.85,4170.81,-174.664,169.011,5947.5,118.629
152.502,42.5291,32285.4,288.259,17330.6,528.182,-52.0922,16290.6,1430.59
355.793,140.156,34983.2,1232.97,14319.7,265.82,-449.873,20202.7,-109.793
334.834,163.059,66140.4,-906.205,23766.1,-76.6696,-1700.92,16866.7,-143.807
1390.93,-214.529,17843.2,-179.657,1846.46,-154.942,51.6799,1042.49,153.95
1.72209,-32.3747,4867.77,-638.176,9732.29,95.5228,146.104,235.538,156
632.271,335.914,55026.9,-130.752,30532.8,949.805,-1358.24,10321.7,291.584
2283.61,-101.527,59707.6,-1823.25,3136.16,244.634,-219.487,820.633,-131.493
